"id","name","phone","city","star","category","address","created_at","updated_at"
"135","太和·东盛汽车服务部","15255882720","阜阳市","1","车行","安徽省,阜阳市,太和县,太和县国泰路阳光花园门口","2016-11-14 09:28:08.719134","2016-11-14 09:28:08.719134"
"136","郑州·微利天弘汽车美容装饰","13663848365","郑州市","1","车行","河南省,郑州市,市辖区,郑州市红旗路与经七路交叉口...","2016-11-14 09:28:08.723253","2016-11-14 09:28:08.723253"
"137","郑州·车仕捷洗车坊","13333865163","郑州市","1","车行","河南省,郑州市,市辖区,郑州市淮北街民安路向北15...","2016-11-14 09:28:08.725955","2016-11-14 09:28:08.725955"
"138","郑州·车车在线汽车维修美容服务","18737101508","郑州市","1","车行","河南省,郑州市,市辖区,郑州市文博西路与白庙路向西...","2016-11-14 09:28:08.729071","2016-11-14 09:28:08.729071"
"139","郑州·致远汽车快速服务中心1号店","13721405525","郑州市","1","车行","河南省,郑州市,市辖区,郑州市三全路与丰庆路向南3...","2016-11-14 09:28:08.760245","2016-11-14 09:28:08.760245"
"140","郑州·快车道·新世兴店","15138998666","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑密路与沁河路交叉口...","2016-11-14 09:28:08.762057","2016-11-14 09:28:08.762057"
"141","郑州·快车道·汉江路店","15138998666","郑州市","1","车行","河南省,郑州市,市辖区,郑州市兴华南街与汉江路向东...","2016-11-14 09:28:08.763720","2016-11-14 09:28:08.763720"
"142","阜阳·车王一站式汽车服务","15755860788","阜阳市","1","车行","安徽省,阜阳市,颍州区,阜阳市颍州区一道河中路与阜...","2016-11-14 09:28:08.765233","2016-11-14 09:28:08.765233"
"143","阜阳·畅行九州汽车维修服务中心","15856783959","阜阳市","1","车行","安徽省,阜阳市,颍州区,阜阳市颍州区骆庄小区附近（...","2016-11-14 09:28:08.766889","2016-11-14 09:28:08.766889"
"144","阜阳·车之骄汽车服务中心","18155881598","阜阳市","1","车行","安徽省,阜阳市,颍泉区,阜阳市颍泉区中市办事处界首...","2016-11-14 09:28:08.769084","2016-11-14 09:28:08.769084"
"145","郑州·三轮车夫一站式汽车服务","18236984444","郑州市","1","车行","河南省,郑州市,市辖区,郑州市第八大街与经南四路交...","2016-11-14 09:28:08.772290","2016-11-14 09:28:08.772290"
"146","郑州·猎狐部落汽车音响改装生活馆","18638681888","郑州市","1","车行","河南省,郑州市,市辖区,郑州市城东路与货站街交叉口...","2016-11-14 09:28:08.775751","2016-11-14 09:28:08.775751"
"147","郑州·钢铁侠汽车维修","13608684202","郑州市","1","车行","河南省,郑州市,市辖区,郑州市大学路与郑航街向东2...","2016-11-14 09:28:08.778776","2016-11-14 09:28:08.778776"
"148","郑州·七人堂·昌盛汽车","13027522234","郑州市","1","车行","河南省,郑州市,市辖区,郑州市中州大道与凤鸣路向西...","2016-11-14 09:28:08.809255","2016-11-14 09:28:08.809255"
"149","郑州·龍一汽车美容","15617702239","郑州市","1","车行","河南省,郑州市,市辖区,郑州市经北二路与经开第一大...","2016-11-14 09:28:08.811171","2016-11-14 09:28:08.811171"
"150","郑州·车宴汽车美容养护","0371-6222911","郑州市","1","车行","河南省,郑州市,二七区,郑州市民航路地铁H口东30...","2016-11-14 09:28:08.813027","2016-11-14 09:28:08.813027"
"151","郑州·水立方汽车美容中心","13523556517","郑州市","1","车行","河南省,郑州市,二七区,郑州市二七区航海路与连云路...","2016-11-14 09:28:08.814752","2016-11-14 09:28:08.814752"
"152","驻马店·万豪酒店","0396-2139999","驻马店市","1","宾馆酒店","河南省,驻马店市,驿城区,驻马店市雪松大道尚城华府...","2016-11-14 09:28:08.816366","2016-11-14 09:28:08.816366"
"153","上蔡·雅士爱车之家","13526351888","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县北环路苏豫中学西3...","2016-11-14 09:28:08.818400","2016-11-14 09:28:08.818400"
"154","上蔡·向阳一站式汽车服务","15890706880","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县车管所红绿灯西北角","2016-11-14 09:28:08.821715","2016-11-14 09:28:08.821715"
"155","上蔡·梅特莱斯","18037531673","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县秦相路南段广电局南...","2016-11-14 09:28:08.825579","2016-11-14 09:28:08.825579"
"156","上蔡·德国马牌","15890805007","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县秦相路南段（看花楼...","2016-11-14 09:28:08.829031","2016-11-14 09:28:08.829031"
"157","阜阳·欧派集成吊顶","0558-2598035","阜阳市","1","优质生活","安徽省,阜阳市,颍州区,阜阳市颍州区文峰办港利金茂...","2016-11-14 09:28:08.860605","2016-11-14 09:28:08.860605"
"158","阜阳·文峰车行","15905580199","阜阳市","1","车行","安徽省,阜阳市,颍东区,阜阳市颍东区幸福西路烟厂北...","2016-11-14 09:28:08.862574","2016-11-14 09:28:08.862574"
"159","阜阳·90後精工汽车美容","15555815582","阜阳市","1","车行","安徽省,阜阳市,颍泉区,阜阳市颍泉区河滨路环球外滩...","2016-11-14 09:28:08.864462","2016-11-14 09:28:08.864462"
"160","汝南·金帝足疗养生会所","0396-8055088","驻马店市","1","休闲养生","河南省,驻马店市,汝南县,汝南县汝河名苑北门西二十...","2016-11-14 09:28:08.868206","2016-11-14 09:28:08.868206"
"161","郑州·万国车汇","18639970824","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市郑东新区心怡路升龙广...","2016-11-14 09:28:08.871837","2016-11-14 09:28:08.871837"
"162","驻马店·格林豪泰酒店","0396-2103999","驻马店市","1","宾馆酒店","河南省,驻马店市,驿城区,驿城区乐山大道与纬四路交...","2016-11-14 09:28:08.875523","2016-11-14 09:28:08.875523"
"163","陆斯恩LUCIEN","0371-55135444","郑州市","1","优质生活","河南省,郑州市,管城回族区,郑州市郑东新区升龙广场","2016-11-14 09:28:08.878353","2016-11-14 09:28:08.878353"
"164","泌阳·车行天下精致养车坊","13703805530","驻马店市","1","车行","河南省,驻马店市,泌阳县,泌阳县迎宾路交警大队旁","2016-11-14 09:28:08.909445","2016-11-14 09:28:08.909445"
"165","泌阳·镁车坊汽车服务会所","0396-3201699","驻马店市","1","车行","河南省,驻马店市,泌阳县,泌阳县文明路与大桥路交叉...","2016-11-14 09:28:08.911180","2016-11-14 09:28:08.911180"
"166","汝南·汝河假日酒店","0396-8377777","驻马店市","1","宾馆酒店","河南省,驻马店市,汝南县,汝南县古城大道与康宁路交...","2016-11-14 09:28:08.912902","2016-11-14 09:28:08.912902"
"167","郑州·平安汽车装饰美容","0371-86605059","郑州市","1","车行","河南省,郑州市,管城回族区,郑州市郑东新区商鼎路与...","2016-11-14 09:28:08.914419","2016-11-14 09:28:08.914419"
"168","汝南·阳光苑汽车美容中心（德国马牌）","13723059666","驻马店市","1","车行","河南省,驻马店市,汝南县,汝南县王家巷与北环路交叉...","2016-11-14 09:28:08.916093","2016-11-14 09:28:08.916093"
"169","驻马店·德国马牌利星汽车服务中心","0396-2681117","驻马店市","1","车行","河南省,驻马店市,驿城区,文明路与纬一路交叉口向西...","2016-11-14 09:28:08.917917","2016-11-14 09:28:08.917917"
"170","汝南·新起点汽车维修美容中心","15893935058","驻马店市","1","车行","河南省,驻马店市,汝南县,汝南县汝河假日酒店北10...","2016-11-14 09:28:08.921086","2016-11-14 09:28:08.921086"
"171","汝南·车驿站汽车美容总汇","0396-8027066","驻马店市","1","车行","河南省,驻马店市,汝南县,汝南县登瀛路清河路交叉口...","2016-11-14 09:28:08.923778","2016-11-14 09:28:08.923778"
"172","咖啡之翼·农业南路店","0371-55368588","郑州市","1","特色美食","河南省,郑州市,市辖区,郑州市郑东新区农业南路与康...","2016-11-14 09:28:08.927382","2016-11-14 09:28:08.927382"
"173","驻马店·乐途汽车维修服务","18300711186","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店市驿城区骏马路与金...","2016-11-14 09:28:08.929503","2016-11-14 09:28:08.929503"
"174","驻马店·德力汽车服务","18639642118","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店市驿城区练江路与盘...","2016-11-14 09:28:08.958978","2016-11-14 09:28:08.958978"
"175","驻马店·宇通汽车美容装饰","18625474657","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店是驿城区交通路与薄...","2016-11-14 09:28:08.960618","2016-11-14 09:28:08.960618"
"176","驻马店·德国马牌汽车服务","13353891527","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店市驿城区前进大道北...","2016-11-14 09:28:08.962331","2016-11-14 09:28:08.962331"
"177","郑州·东海汽车美容装饰中心","18237128012","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区通泰路与宏图...","2016-11-14 09:28:08.963897","2016-11-14 09:28:08.963897"
"178","贝客新语","0371-55668899","郑州市","1","特色美食","河南省,郑州市,市辖区,郑州市郑东新区农业南路与福...","2016-11-14 09:28:08.965552","2016-11-14 09:28:08.965552"
"179","丽岛酒店","0371-55155678","郑州市","1","宾馆酒店","河南省,郑州市,市辖区,郑州市郑东新区农业路与永平...","2016-11-14 09:28:08.967173","2016-11-14 09:28:08.967173"
"180","驻马店·建之特汽车划痕修复专家","17739535215","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店市驿城区白桥路与天...","2016-11-14 09:28:08.968873","2016-11-14 09:28:08.968873"
"181","百年红木","0371-53698888","郑州市","1","优质生活","河南省,郑州市,市辖区,未来路与郑汴路交叉口向北2...","2016-11-14 09:28:08.972357","2016-11-14 09:28:08.972357"
"182","聚源口腔","13781179873","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市郑东新区兴荣街与聚源...","2016-11-14 09:28:08.975236","2016-11-14 09:28:08.975236"
"183","惠民口腔","0371-63288738","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市郑东新区东风南路与列...","2016-11-14 09:28:08.977547","2016-11-14 09:28:08.977547"
"184","郑州·快车道汽车服务连锁","0371-65372029","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区商鼎路与聚源...","2016-11-14 09:28:09.008778","2016-11-14 09:28:09.008778"
"185","郑州·邓禄普轮胎·小梁汽车装饰","13007628138","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区商鼎路与通泰...","2016-11-14 09:28:09.010648","2016-11-14 09:28:09.010648"
"186","卢浮快捷宾馆","0371—53371792","郑州市","1","宾馆酒店","河南省,郑州市,市辖区,郑州市郑东新区东风南路与列...","2016-11-14 09:28:09.012387","2016-11-14 09:28:09.012387"
"187","郑州·天翔汽车精护会所","0371-65860020","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区商鼎路与百福...","2016-11-14 09:28:09.014017","2016-11-14 09:28:09.014017"
"188","郑州·驰加","0371-86503178","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区东风南路与正...","2016-11-14 09:28:09.015750","2016-11-14 09:28:09.015750"
"189","郑州·快车道·喜麦店","0371-56053522","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区东风南路正光...","2016-11-14 09:28:09.017396","2016-11-14 09:28:09.017396"
"190","郭氏富侨","18768895627","郑州市","1","休闲养生","河南省,郑州市,市辖区,郑州市郑东新区绿地之窗云峰...","2016-11-14 09:28:09.019158","2016-11-14 09:28:09.019158"
"191","汉庭酒店·农业南路店","0371-85510888","郑州市","1","宾馆酒店","河南省,郑州市,市辖区,州市农业南路与永平路交叉口...","2016-11-14 09:28:09.022392","2016-11-14 09:28:09.022392"
"192","祝鑫烟酒批发超市","13838025596","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市郑东新区永平路与康平...","2016-11-14 09:28:09.025288","2016-11-14 09:28:09.025288"
"193","时间都去哪了咖啡","15560193635","郑州市","1","品味娱乐","河南省,郑州市,市辖区,郑州市郑东新区东风南路创业...","2016-11-14 09:28:09.027722","2016-11-14 09:28:09.027722"
"194","驻马店·隆祥汽车服务中心","0396-2372999","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店市驿城区中华大道（...","2016-11-14 09:28:09.056105","2016-11-14 09:28:09.056105"
"195","米尚发型主题馆","13683808895","郑州市","1","休闲养生","河南省,郑州市,市辖区,郑州市郑东新区农业南路与福...","2016-11-14 09:28:09.058004","2016-11-14 09:28:09.058004"
"196","王者之风男士SPA","0371-55526789","郑州市","1","休闲养生","河南省,郑州市,管城回族区,郑州市郑东新区农业南路...","2016-11-14 09:28:09.060014","2016-11-14 09:28:09.060014"
"197","兰亭水岸","0371-86066666,0371-6","郑州市","1","休闲养生","河南省,郑州市,管城回族区,郑州市郑东新区农业南路...","2016-11-14 09:28:09.061739","2016-11-14 09:28:09.061739"
"198","信德奔驰","宝马","路虎","专修连锁","13703821819","郑州市","2016-11-14 09:28:09.063284","2016-11-14 09:28:09.063284"
"199","信德奔驰","宝马","路虎","专修连锁·农业路店","13703821819","郑州市","2016-11-14 09:28:09.065238","2016-11-14 09:28:09.065238"
"200","樵夫科技","0371-55335588","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市郑东新区农业南路与福...","2016-11-14 09:28:09.066935","2016-11-14 09:28:09.066935"
"201","金鹏酒业","0371—63760000","郑州市","2","优质生活","河南省,郑州市,管城回族区,郑州市商鼎路与东风南路...","2016-11-14 09:28:09.068542","2016-11-14 09:28:09.068542"
"202","千宠物宠物店","18837167703","郑州市","1","优质生活","河南省,郑州市,市辖区,郑州市东区农业南路与福禄东...","2016-11-14 09:28:09.070770","2016-11-14 09:28:09.070770"
"203","名人名家国际精品酒店","18530991055","郑州市","1","特色美食","河南省,郑州市,管城回族区,郑州郑东新区东风南路与...","2016-11-14 09:28:09.075192","2016-11-14 09:28:09.075192"
"204","汤琪龙虾馆","18937150278","郑州市","1","特色美食","河南省,郑州市,管城回族区,郑州市管城回族区康平路...","2016-11-14 09:28:09.078715","2016-11-14 09:28:09.078715"
"205","阑珊咖啡","13721408875","郑州市","2","特色美食","河南省,郑州市,管城回族区,郑州市商鼎路与和光街交...","2016-11-14 09:28:09.105939","2016-11-14 09:28:09.105939"
"206","郝利她五谷杂粮","0371-63373868","郑州市","1","特色美食","河南省,郑州市,管城回族区,郑州市管城回族区农业南...","2016-11-14 09:28:09.108738","2016-11-14 09:28:09.108738"
"207","馋胖肉蟹煲","13938424555","郑州市","2","特色美食","河南省,郑州市,管城回族区,郑州市管城回族区农业南...","2016-11-14 09:28:09.111506","2016-11-14 09:28:09.111506"
"208","豫都商务酒店","0371-66877772,0371-6","郑州市","3","宾馆酒店","河南省,郑州市,管城回族区,郑州市商都路农业南路交...","2016-11-14 09:28:09.113845","2016-11-14 09:28:09.113845"
"209","赏鱼重庆鱼火锅","0371-65366665","郑州市","2","特色美食","河南省,郑州市,管城回族区,郑州市农业南路商都路交...","2016-11-14 09:28:09.115586","2016-11-14 09:28:09.115586"
"210","sweet","corner（甜蜜转身）","15238738715","郑州市","1","特色美食","2016-11-14 09:28:09.117214","2016-11-14 09:28:09.117214"
"211","真稀罕酒楼","0371—63959666","郑州市","3","特色美食","河南省,郑州市,管城回族区,郑州市商鼎路与七里河交...","2016-11-14 09:28:09.119307","2016-11-14 09:28:09.119307"
"212","文森特国际酒店","0371-86698888","郑州市","4","宾馆酒店","河南省,郑州市,管城回族区,郑州市郑东新区商鼎路6...","2016-11-14 09:28:09.123680","2016-11-14 09:28:09.123680"
"213","康平轮胎管","0371-56060332","郑州市","1","优质生活","河南省,郑州市,管城回族区,郑州市管城回族区商鼎路...","2016-11-14 09:28:09.125726","2016-11-14 09:28:09.125726"
"214","帅康汽车维修","13203889941","郑州市","1","优质生活","河南省,郑州市,管城回族区,管城回族区商鼎路与康平...","2016-11-14 09:28:09.158142","2016-11-14 09:28:09.158142"
"215","保时利汽车服务","0371-65353606","郑州市","1","车行","河南省,郑州市,市辖区,郑东新区心怡路","2016-11-14 09:28:09.160863","2016-11-14 09:28:09.160863"
"216","保时利汽车服务","0371-65353606","郑州市","1","车行","河南省,郑州市,管城回族区,郑东新区心怡路","2016-11-14 09:28:09.162826","2016-11-14 09:28:09.162826"
"217","郑州·卡卡汽车主题生活馆·双塔店","0371-55989544","郑州市","1","车行","河南省,郑州市,管城回族区,郑州市郑东新区康平路北...","2016-11-14 09:28:09.164532","2016-11-14 09:28:09.164532"
"218","郑州·卡卡汽车主题生活馆·绿城老街店","0371-87506882","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区九如东路与天...","2016-11-14 09:28:09.166243","2016-11-14 09:28:09.166243"
"219","郑州·卡卡汽车主题生活馆·富田店","0371-60971007","郑州市","1","车行","河南省,郑州市,管城回族区,郑州市中州大道与灵隐路...","2016-11-14 09:28:09.167921","2016-11-14 09:28:09.167921"
"220","郑州·卡卡汽车主题生活馆·阿卡迪亚","0371-69179168","郑州市","1","车行","河南省,郑州市,市辖区,郑州市郑东新区熊儿河路阿卡...","2016-11-14 09:28:09.170891","2016-11-14 09:28:09.170891"
"221","莲子足道","0396-7083799","驻马店市","1","休闲养生","河南省,驻马店市,确山县,确山县顺河路与爱民路交叉...","2016-11-14 09:28:09.175113","2016-11-14 09:28:09.175113"
"222","威尼斯酒店","0396-7202999","驻马店市","3","宾馆酒店","河南省,驻马店市,确山县,确山县龙山路与双拥大道交...","2016-11-14 09:28:09.178222","2016-11-14 09:28:09.178222"
"223","重庆赏渔恋虾火锅","0396-3739989","驻马店市","1","特色美食","河南省,驻马店市,驿城区,驿城区纬二路与复兴路交叉...","2016-11-14 09:28:09.180251","2016-11-14 09:28:09.180251"
"224","大桶御足","0396-8178999","驻马店市","3","休闲养生","河南省,驻马店市,驿城区,驻马店市驿城区置地大道与...","2016-11-14 09:28:09.206581","2016-11-14 09:28:09.206581"
"225","金鹊康击剑俱乐部","0396-3257791","驻马店市","1","休闲养生","河南省,驻马店市,驿城区,驻马店市驿城区乐山路北段...","2016-11-14 09:28:09.208642","2016-11-14 09:28:09.208642"
"226","路卡洗衣生活馆","13783365386","驻马店市","1","优质生活","河南省,驻马店市,驿城区,驻马店市驿城区通达路（爱...","2016-11-14 09:28:09.210581","2016-11-14 09:28:09.210581"
"227","媛缘堂美容SPA","15503968844","驻马店市","1","休闲养生","河南省,驻马店市,驿城区,驻马店市驿城区通达路与金...","2016-11-14 09:28:09.212236","2016-11-14 09:28:09.212236"
"228","东成21纯K","18539661119","驻马店市","1","品味娱乐","河南省,驻马店市,驿城区,驻马店市驿城区前进路","2016-11-14 09:28:09.213939","2016-11-14 09:28:09.213939"
"229","大新足疗","13033845315","驻马店市","1","休闲养生","河南省,驻马店市,驿城区,驻马店市开发区纬二路中段...","2016-11-14 09:28:09.215647","2016-11-14 09:28:09.215647"
"230","纳兰美容养生会所","0396-2937371","驻马店市","1","休闲养生","河南省,驻马店市,驿城区,驻马店市驿城区骏马路与春...","2016-11-14 09:28:09.217372","2016-11-14 09:28:09.217372"
"231","审美造型","18336203784","驻马店市","1","休闲养生","河南省,驻马店市,驿城区,驻马店市驿城区置地大道与...","2016-11-14 09:28:09.219084","2016-11-14 09:28:09.219084"
"232","爱家·天中行酒店","0396-3395555","驻马店市","1","宾馆酒店","河南省,驻马店市,驿城区,驻马店驿城区通达路11号...","2016-11-14 09:28:09.223057","2016-11-14 09:28:09.223057"
"233","何氏珠宝玉器","0396-4917797","驻马店市","1","优质生活","河南省,驻马店市,遂平县,遂平县建设西路（近遂平县...","2016-11-14 09:28:09.228070","2016-11-14 09:28:09.228070"
"234","华之旭","18039626565","驻马店市","1","优质生活","河南省,驻马店市,遂平县,遂平县第一中学东十米步行...","2016-11-14 09:28:09.232939","2016-11-14 09:28:09.232939"
"235","测试","18639970824","驻马店市","5","优质生活","河南省,驻马店市,驿城区,通达路431号","2016-11-14 09:28:09.260200","2016-11-14 09:28:09.260200"
"236","遂平豫龙汽贸","0396-4931111","驻马店市","1","优质生活","所在省份,所在城市,所在地区,遂平县107国道北段...","2016-11-14 09:28:09.261925","2016-11-14 09:28:09.261925"
"237","车码头汽车美容养护服务中心","18037412578","驻马店市","1","车行","河南省,驻马店市,遂平县,遂平县107与国槐路交叉...","2016-11-14 09:28:09.263748","2016-11-14 09:28:09.263748"
"238","夜宴娱乐会所","0396-5281111","驻马店市","1","品味娱乐","河南省,驻马店市,平舆县,平舆县清河南路和泰和路交...","2016-11-14 09:28:09.265427","2016-11-14 09:28:09.265427"
"239","宝乐迪KTV","0396-5063999","驻马店市","1","品味娱乐","河南省,驻马店市,平舆县,平舆县清河南路216号","2016-11-14 09:28:09.267083","2016-11-14 09:28:09.267083"
"240","舒华健身俱乐部","0396-3379399","驻马店市","1","休闲养生","河南省,驻马店市,平舆县,平舆县上河城13号楼3楼","2016-11-14 09:28:09.268971","2016-11-14 09:28:09.268971"
"241","安然纳米氧吧","15239675966","驻马店市","1","休闲养生","河南省,驻马店市,平舆县,平舆县航运路中段(金珊瑚...","2016-11-14 09:28:09.273040","2016-11-14 09:28:09.273040"
"242","怡水湾园林酒店","0396-3719666/5269777","驻马店市","1","宾馆酒店","河南省,驻马店市,平舆县,平舆县清河大道与清河南路...","2016-11-14 09:28:09.275910","2016-11-14 09:28:09.275910"
"243","新时空健身俱乐部","0396-3372766","驻马店市","1","休闲养生","河南省,驻马店市,平舆县,平舆县上河城德馨路23号...","2016-11-14 09:28:09.278631","2016-11-14 09:28:09.278631"
"244","车管家汽车服务有限公司","0396-3666726","驻马店市","1","车行","河南省,驻马店市,驿城区,驻马店驿城区解放路与文明...","2016-11-14 09:28:09.306894","2016-11-14 09:28:09.306894"
"245","飞劲轮胎轿之林汽车俱乐部","13803961952","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县永乐大道东段怡馨庄...","2016-11-14 09:28:09.308668","2016-11-14 09:28:09.308668"
"246","众筹之星高端汽车服务俱乐部","13513970067","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县西城华府附近（清河...","2016-11-14 09:28:09.310390","2016-11-14 09:28:09.310390"
"247","卡秀派对KTV","0396-4892222","驻马店市","1","品味娱乐","河南省,驻马店市,遂平县,遂平县文化路与国槐路交叉...","2016-11-14 09:28:09.312258","2016-11-14 09:28:09.312258"
"248","万事达厨卫","3228788","驻马店市","1","优质生活","河南省,驻马店市,遂平县,遂平县南环路与开元路交叉...","2016-11-14 09:28:09.314406","2016-11-14 09:28:09.314406"
"249","龙车汽车美容养护中心","0396-3711337","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县荣光鞋厂向北30米...","2016-11-14 09:28:09.316712","2016-11-14 09:28:09.316712"
"250","保顺汽车生活馆","18239605969","驻马店市","1","车行","河南省,驻马店市,确山县,确山县朗陵大道与同力大道...","2016-11-14 09:28:09.318705","2016-11-14 09:28:09.318705"
"251","神农庄园","0396-4922999","驻马店市","1","特色美食","河南省,驻马店市,遂平县,遂平县孙沟","2016-11-14 09:28:09.322194","2016-11-14 09:28:09.322194"
"252","洗车人家汽车美容连锁机构","18039615200","驻马店市","1","车行","河南省,驻马店市,新蔡县,新蔡县新郑路双语幼儿园对...","2016-11-14 09:28:09.325797","2016-11-14 09:28:09.325797"
"253","爱卡汽车养护中心","13271711711","驻马店市","1","车行","河南省,驻马店市,新蔡县,新蔡县新正路消防队西10...","2016-11-14 09:28:09.329024","2016-11-14 09:28:09.329024"
"254","爱车行汽车美容VIP会所","18135615533","驻马店市","1","车行","河南省,驻马店市,新蔡县,新蔡县干宝大道老年病医院...","2016-11-14 09:28:09.362237","2016-11-14 09:28:09.362237"
"255","百佳汽车养护中心","15516825168","驻马店市","1","车行","河南省,驻马店市,上蔡县,上蔡县五龙源路美华小学对...","2016-11-14 09:28:09.364024","2016-11-14 09:28:09.364024"
"256","亿客隆车饰","13723057772","驻马店市","1","车行","河南省,驻马店市,上蔡县,西平县北环路西段","2016-11-14 09:28:09.365687","2016-11-14 09:28:09.365687"
"257","衣适家专业干洗店","15639699777","驻马店市","1","优质生活","河南省,驻马店市,西平县,西平县华港大街南4号楼下","2016-11-14 09:28:09.367317","2016-11-14 09:28:09.367317"
"258","尚品造型","15839634573","驻马店市","1","休闲养生","河南省,驻马店市,西平县,西平县华港水城中段路北复...","2016-11-14 09:28:09.368970","2016-11-14 09:28:09.368970"
"259","爱·蛋糕","0396-6019789","驻马店市","1","特色美食","河南省,驻马店市,西平县,西平县华港水城中段路北","2016-11-14 09:28:09.372752","2016-11-14 09:28:09.372752"
"260","老北京涮锅","0396-6209777","驻马店市","1","特色美食","河南省,驻马店市,西平县,西平县华港水路北城中段","2016-11-14 09:28:09.375675","2016-11-14 09:28:09.375675"
"261","豫Q汽车美容会所","18103963000","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县东皇大道东段路南","2016-11-14 09:28:09.377995","2016-11-14 09:28:09.377995"
"262","东方迪斯尼乐园","0396-2722730","驻马店市","1","优质生活","河南省,驻马店市,平舆县,平舆县其他县德馨路北段东...","2016-11-14 09:28:09.406770","2016-11-14 09:28:09.406770"
"263","365汽车美容会所","13223961611","驻马店市","1","车行","河南省,驻马店市,西平县,西平县华港水城西广场西北...","2016-11-14 09:28:09.409419","2016-11-14 09:28:09.409419"
"264","王东汽车生活广场","15890807062","驻马店市","1","车行","河南省,驻马店市,西平县,西平县解放路中段华港大酒...","2016-11-14 09:28:09.411146","2016-11-14 09:28:09.411146"
"265","倍耐力轮胎","13283092888","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县清河大道1-22","2016-11-14 09:28:09.412813","2016-11-14 09:28:09.412813"
"266","靓车会汽车维修养护服务中心","15716789819","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县清河大道（永丰明珠...","2016-11-14 09:28:09.414690","2016-11-14 09:28:09.414690"
"267","永鑫汽车美容装饰","15290139876","驻马店市","1","车行","河南省,驻马店市,平舆县,平舆县东皇大道（加油站东...","2016-11-14 09:28:09.416481","2016-11-14 09:28:09.416481"
"268","神话音乐会所","0396-4805555","驻马店市","1","品味娱乐","河南省,驻马店市,遂平县,遂平县金山路北段金山小学...","2016-11-14 09:28:09.418447","2016-11-14 09:28:09.418447"
"269","东方金柜KTV","0396-4965555","驻马店市","1","品味娱乐","河南省,驻马店市,遂平县,遂平县泰安路与灈阳大道交...","2016-11-14 09:28:09.421726","2016-11-14 09:28:09.421726"
